initial_list_status	purpose	int_rate	installment	annual_inc	dti	verification_status	grade	revol_bal	inq_last_12m	delinq_2yrs	home_ownership	not_paid	log_inc	verified	grdCtoA
f	home_improvement	9.44	160.03	75000	8.43	Not Verified	B	951	2	0	MORTGAGE	0	11.22524339	0	1
w	debt_consolidation	14.08	684.33	80000	28.27	Source Verified	C	11053	4	0	MORTGAGE	0	11.28978191	1	0
w	credit_card	7.97	187.94	75000	15.04	Not Verified	A	15615	0	0	MORTGAGE	1	11.22524339	0	1
w	home_improvement	7.35	465.57	63000	16.86	Not Verified	A	26853	1	0	MORTGAGE	0	11.05089001	0	1
w	debt_consolidation	15.05	97.14	15000	8.8	Source Verified	C	2337	1	2	RENT	0	9.61580548	1	0
w	debt_consolidation	25.82	835.36	57000	22.06	Verified	E	3263	1	0	RENT	0	10.95080655	1	0
w	debt_consolidation	10.42	568.14	78000	19.83	Not Verified	B	20549	0	0	RENT	1	11.26446411	0	1
w	debt_consolidation	23.88	642.85	107500	10.72	Not Verified	E	9765	0	0	OWN	1	11.58524613	0	0
w	debt_consolidation	13.59	530.3	50000	29.4	Not Verified	C	20790	2	1	MORTGAGE	1	10.81977828	0	0
w	home_improvement	15.05	277.52	18000	17.53	Verified	C	14951	1	0	MORTGAGE	1	9.798127037	1	0
w	debt_consolidation	10.42	389.58	110000	19.38	Not Verified	B	16486	1	0	MORTGAGE	0	11.60823564	0	1
f	home_improvement	15.05	1387.6	100000	13.3	Source Verified	C	24424	2	1	OWN	0	11.51292546	1	0
w	home_improvement	16.02	316.51	54000	10.33	Source Verified	C	5402	3	0	MORTGAGE	1	10.89673933	1	0
w	debt_consolidation	13.59	806.97	45000	22.13	Source Verified	C	7288	1	1	MORTGAGE	1	10.71441777	1	0
w	home_improvement	15.05	238.17	70000	17.8	Verified	C	7460	3	8	MORTGAGE	1	11.15625052	1	0
w	small_business	7.97	1252.91	300000	14.37	Verified	A	31012	3	0	MORTGAGE	0	12.61153775	1	1
w	debt_consolidation	15.05	476.33	48000	38.4	Not Verified	C	8101	0	0	MORTGAGE	1	10.77895629	0	0
w	credit_card	16.02	527.51	65000	27.73	Verified	C	30755	0	0	RENT	0	11.08214255	1	0
w	debt_consolidation	9.93	243.95	75000	20.27	Source Verified	B	6764	1	0	MORTGAGE	1	11.22524339	1	1
w	credit_card	6.72	107.63	57000	24.74	Not Verified	A	14125	3	0	RENT	0	10.95080655	0	1
w	debt_consolidation	15.05	571.59	140000	10.58	Source Verified	C	6602	0	0	RENT	1	11.8493977	1	0
w	major_purchase	18.06	813.64	110000	6.39	Source Verified	D	1198	1	1	OWN	1	11.60823564	1	0
w	credit_card	7.97	203.6	31500	15.01	Not Verified	A	4625	1	0	RENT	0	10.35774282	0	1
w	credit_card	9.44	960.15	180000	33.1	Source Verified	B	11216	2	0	MORTGAGE	1	12.10071213	1	1
w	credit_card	6.08	487.34	66400	20.78	Verified	A	2678	3	0	RENT	0	11.10345234	1	1
w	debt_consolidation	13.59	220.87	51000	36.35	Not Verified	C	17696	6	0	MORTGAGE	1	10.83958091	0	0
w	debt_consolidation	15.05	104.07	36000	35.4	Not Verified	C	7403	4	0	MORTGAGE	0	10.49127422	0	0
w	debt_consolidation	12.62	167.56	60000	17.18	Source Verified	C	10718	1	1	RENT	0	11.00209984	1	0
w	credit_card	10.91	238.68	70000	17.32	Verified	B	34649	1	1	RENT	1	11.15625052	1	1
w	major_purchase	7.21	464.6	90000	11.25	Verified	A	4714	4	0	RENT	1	11.40756495	1	1
w	debt_consolidation	30.65	366.85	28000	37.98	Verified	F	12142	1	0	RENT	1	10.23995979	1	0
w	debt_consolidation	16.02	851.51	80000	16.03	Verified	C	3036	1	0	RENT	0	11.28978191	1	0
w	debt_consolidation	19.03	311.49	50000	19.64	Source Verified	D	11662	8	0	RENT	0	10.81977828	1	0
w	debt_consolidation	9.44	246.44	65000	9.82	Not Verified	B	8301	4	3	MORTGAGE	0	11.08214255	0	1
f	debt_consolidation	15.05	762.12	89943	12.94	Verified	C	13893	3	0	RENT	1	11.40693142	1	0
f	credit_card	19.03	916.78	55000	21.32	Not Verified	D	16770	0	0	RENT	0	10.91508846	0	0
f	debt_consolidation	22.91	773.26	43000	39.35	Verified	E	18128	1	0	RENT	1	10.66895539	1	0
w	home_improvement	10.42	429.09	65000	5.3	Source Verified	B	60587	4	0	RENT	0	11.08214255	1	1
f	debt_consolidation	30.84	1501.96	160000	13.99	Source Verified	G	19317	8	1	MORTGAGE	1	11.98292909	1	0
w	credit_card	12.62	1072.36	67000	2.78	Not Verified	C	9301	2	0	RENT	1	11.1124479	0	0
w	debt_consolidation	19.03	451.06	70400	23.58	Not Verified	D	2942	1	0	RENT	1	11.16194854	0	0
w	debt_consolidation	16.02	295.41	101000	6.15	Not Verified	C	6354	0	0	MORTGAGE	1	11.5228758	0	0
w	credit_card	30.79	569.78	63730	24.9	Verified	G	14991	5	0	RENT	0	11.06241069	1	0
w	debt_consolidation	30.17	1136.03	98000	30.79	Verified	F	11522	2	0	RENT	1	11.49272276	1	0
w	debt_consolidation	21.45	955.75	90000	20.91	Verified	D	23448	4	0	MORTGAGE	1	11.40756495	1	0
w	debt_consolidation	23.88	860.96	60000	22.16	Verified	E	15945	3	0	OWN	0	11.00209984	1	0
w	debt_consolidation	9.93	636.38	65000	11.43	Source Verified	B	1961	0	0	RENT	1	11.08214255	1	1
f	debt_consolidation	10.91	326.97	70000	17.47	Not Verified	B	1569	2	0	RENT	0	11.15625052	0	1
w	credit_card	17.09	142.8	86246	27.27	Verified	D	39994	2	0	MORTGAGE	0	11.36495896	1	0
f	debt_consolidation	13.59	679.58	76902	13.06	Not Verified	C	5439	7	1	RENT	0	11.25028716	0	0
f	debt_consolidation	15.05	208.14	39000	29.63	Verified	C	7311	4	1	MORTGAGE	1	10.57131693	1	0
w	debt_consolidation	12.62	379	68000	27.14	Verified	C	12266	1	0	MORTGAGE	1	11.12726298	1	0
w	debt_consolidation	6.08	304.59	40000	7.05	Not Verified	A	12114	0	0	MORTGAGE	1	10.59663473	0	1
f	debt_consolidation	20	148.66	56000	5.51	Source Verified	D	6291	0	0	MORTGAGE	1	10.93310697	1	0
w	debt_consolidation	16.02	351.67	60000	8.74	Not Verified	C	0	8	1	MORTGAGE	0	11.00209984	0	0
w	credit_card	10.42	162.33	68500	12.58	Not Verified	B	6066	2	3	RENT	0	11.13458902	0	1
w	debt_consolidation	13.59	135.92	25000	6.39	Source Verified	C	2650	0	0	RENT	1	10.1266311	1	0
w	credit_card	16.02	246.17	72000	25.15	Not Verified	C	42697	3	0	MORTGAGE	0	11.1844214	0	0
w	debt_consolidation	14.08	815.85	322192	15.9	Source Verified	C	2682	2	0	RENT	0	12.68290292	1	0
w	debt_consolidation	7.21	247.79	100000	20.45	Not Verified	A	19556	1	0	RENT	1	11.51292546	0	1
w	credit_card	11.99	830.24	190000	14.06	Not Verified	B	43830	1	0	OWN	1	12.15477935	0	1
w	debt_consolidation	24.85	603.56	89164	15.81	Verified	E	25948	1	0	OWN	0	11.39823265	1	0
w	debt_consolidation	17.09	356.98	50000	9.84	Not Verified	D	2046	0	0	RENT	1	10.81977828	0	0
f	debt_consolidation	23.88	513.13	110000	12.34	Source Verified	E	137	3	0	RENT	1	11.60823564	1	0
w	debt_consolidation	18.06	889.92	200000	25.18	Verified	D	178902	3	0	MORTGAGE	1	12.20607265	1	0
f	debt_consolidation	26.3	373.16	120000	37.18	Source Verified	E	8497	2	0	MORTGAGE	1	11.69524702	1	0
f	credit_card	18.06	289.47	58000	8.3	Not Verified	D	4722	1	1	RENT	1	10.96819829	0	0
f	debt_consolidation	16.02	158.26	45000	16.69	Verified	C	6143	7	0	RENT	1	10.71441777	1	0
w	debt_consolidation	28.72	1105.01	155000	15.08	Source Verified	F	43229	3	0	MORTGAGE	0	11.9511804	1	0
w	home_improvement	18.06	1017.05	56000	17.21	Verified	D	8770	0	1	RENT	1	10.93310697	1	0
w	debt_consolidation	15.05	832.56	95000	6.8	Source Verified	C	18699	0	1	MORTGAGE	0	11.46163217	1	0
w	small_business	14.08	148.85	48000	17.2	Source Verified	C	1454	0	2	RENT	1	10.77895629	1	0
w	debt_consolidation	11.99	489.27	80000	14.94	Source Verified	B	2456	1	1	MORTGAGE	0	11.28978191	1	1
w	small_business	20	111.5	30000	7.96	Verified	D	6922	0	0	RENT	1	10.30895266	1	0
f	debt_consolidation	17.09	285.59	50000	22.13	Verified	D	15276	3	0	RENT	0	10.81977828	1	0
f	debt_consolidation	15.05	520.35	112000	16.99	Not Verified	C	12255	5	0	MORTGAGE	1	11.62625415	0	0
w	debt_consolidation	20	490.14	60000	28.42	Verified	D	4938	2	1	MORTGAGE	0	11.00209984	1	0
w	debt_consolidation	23.88	195.85	53000	33.49	Not Verified	E	3212	0	0	RENT	1	10.87804719	0	0
w	credit_card	14.08	466.2	50400	11.55	Source Verified	C	17211	0	0	RENT	0	10.82774645	1	0
w	debt_consolidation	14.08	792.54	92300	9.5	Verified	C	19882	1	0	MORTGAGE	1	11.43279942	1	0
w	home_improvement	11.99	199.26	55000	8.01	Source Verified	B	1134	4	0	MORTGAGE	0	10.91508846	1	1
w	debt_consolidation	9.44	89.62	44000	10.77	Source Verified	B	10948	0	0	RENT	0	10.69194491	1	1
w	home_improvement	12.62	473.74	117400	23.13	Verified	C	10624	4	0	MORTGAGE	0	11.67334219	1	0
f	debt_consolidation	17.09	535.47	60000	4.66	Source Verified	D	8423	1	0	RENT	1	11.00209984	1	0
w	debt_consolidation	13.59	184.34	102000	31.28	Source Verified	C	6204	7	0	MORTGAGE	0	11.53272809	1	0
w	credit_card	13.59	368.9	45000	22.56	Source Verified	C	11046	0	0	MORTGAGE	0	10.71441777	1	0
w	home_improvement	7.35	219.64	47000	7.99	Source Verified	A	0	1	0	MORTGAGE	0	10.75790288	1	1
w	home_improvement	10.42	962.58	115000	24.56	Verified	B	9780	0	0	MORTGAGE	1	11.65268741	1	1
w	debt_consolidation	14.08	290.85	55000	21.78	Verified	C	10938	5	0	RENT	0	10.91508846	1	0
w	debt_consolidation	10.91	877.9	30000	72.68	Source Verified	B	25150	2	0	MORTGAGE	0	10.30895266	1	1
f	debt_consolidation	18.06	217.1	35064	17.76	Not Verified	D	6255	1	0	MORTGAGE	1	10.46493024	0	0
w	debt_consolidation	20	297.31	67000	12.75	Not Verified	D	9328	2	0	RENT	0	11.1124479	0	0
w	credit_card	14.08	261.07	30940	21.84	Not Verified	C	13175	1	0	RENT	1	10.33980512	0	0
w	credit_card	9.44	440.43	49000	9.97	Not Verified	B	4062	0	0	MORTGAGE	0	10.79957558	0	1
w	debt_consolidation	23.88	1147.94	130000	33.71	Verified	E	19655	1	0	OWN	1	11.77528973	1	0
f	debt_consolidation	14.08	342.17	40000	10.92	Source Verified	C	4541	1	0	MORTGAGE	1	10.59663473	1	0
w	debt_consolidation	6.08	304.59	32000	14.37	Not Verified	A	6167	0	0	OWN	1	10.37349118	0	1
w	small_business	9.44	160.03	110000	28.1	Verified	B	44255	0	0	RENT	0	11.60823564	1	1
w	credit_card	5.32	301.15	72000	17.92	Not Verified	A	22485	0	0	MORTGAGE	0	11.1844214	0	1
w	debt_consolidation	13.59	220.87	55000	20.84	Verified	C	7712	4	0	MORTGAGE	1	10.91508846	1	0
w	debt_consolidation	13.59	271.84	70000	16.05	Not Verified	C	11817	3	0	RENT	0	11.15625052	0	0
w	debt_consolidation	30.65	1064.5	65000	18.11	Not Verified	F	0	0	1	OWN	1	11.08214255	0	0
w	debt_consolidation	7.97	469.84	89000	11.26	Source Verified	A	14177	11	0	MORTGAGE	1	11.39639165	1	1
w	debt_consolidation	20	494.28	34000	12.71	Source Verified	D	4578	1	0	RENT	1	10.4341158	1	0
w	credit_card	7.97	532.49	80100	19	Not Verified	A	11485	0	0	MORTGAGE	1	11.29103113	0	1
w	debt_consolidation	18.06	635.66	28000	6.99	Source Verified	D	3320	4	1	MORTGAGE	1	10.23995979	1	0
f	debt_consolidation	17.09	178.49	48500	24.57	Source Verified	D	12876	2	1	RENT	0	10.78931908	1	0
w	debt_consolidation	7.97	283.67	50000	15.67	Source Verified	A	46904	0	0	MORTGAGE	0	10.81977828	1	1
w	home_improvement	15.05	693.8	51000	17.84	Not Verified	C	10685	2	0	MORTGAGE	0	10.83958091	0	0
w	credit_card	10.91	326.97	100000	8.1	Not Verified	B	8503	4	1	MORTGAGE	0	11.51292546	0	1
w	credit_card	15.05	901.94	75341	28.1	Source Verified	C	18084	1	1	MORTGAGE	1	11.22977975	1	0
w	debt_consolidation	14.08	233.1	84000	25.3	Not Verified	C	9409	3	0	MORTGAGE	0	11.33857208	0	0
w	credit_card	7.35	310.38	100000	18.12	Not Verified	A	3143	2	0	MORTGAGE	0	11.51292546	0	1
w	credit_card	9.93	773.63	120000	20.08	Source Verified	B	27672	1	0	RENT	1	11.69524702	1	1
w	debt_consolidation	15.05	476.33	106000	13.16	Source Verified	C	17941	1	0	MORTGAGE	0	11.57119437	1	0
w	debt_consolidation	20	741.83	130000	26.38	Verified	D	23861	3	0	MORTGAGE	0	11.77528973	1	0
w	debt_consolidation	20	624.35	27300	50.15	Verified	D	6244	0	1	RENT	1	10.21464198	1	0
w	credit_card	9.93	96.71	30000	14.84	Not Verified	B	8531	0	0	MORTGAGE	1	10.30895266	0	1
w	major_purchase	14.08	932.39	28000	48.31	Verified	C	10051	0	0	MORTGAGE	1	10.23995979	1	0
w	home_improvement	11.99	1328.39	188000	7.83	Source Verified	B	2102	6	0	MORTGAGE	0	12.14419724	1	1
f	major_purchase	30.79	328.41	36800	3.78	Not Verified	G	3549	5	0	RENT	0	10.51325312	0	0
w	debt_consolidation	7.35	124.15	31000	11.69	Source Verified	A	1041	1	0	OWN	0	10.34174248	1	1
f	debt_consolidation	16.02	1230.85	50000	6.53	Source Verified	C	12201	0	0	MORTGAGE	1	10.81977828	1	0
w	credit_card	17.09	796.84	90000	29.84	Verified	D	36480	3	1	MORTGAGE	1	11.40756495	1	0
w	debt_consolidation	13.59	1359.16	85000	14.99	Verified	C	13850	0	0	MORTGAGE	1	11.35040654	1	0
f	debt_consolidation	22.91	1353.2	179467	13.97	Source Verified	E	19223	0	0	RENT	1	12.09774663	1	0
f	major_purchase	16.02	175.84	138000	2.16	Source Verified	C	10	3	0	RENT	1	11.83500896	1	0
w	debt_consolidation	7.97	313.23	75000	7.74	Not Verified	A	12649	1	2	MORTGAGE	0	11.22524339	0	1
w	debt_consolidation	14.08	282.29	206000	17.49	Source Verified	C	52725	0	0	MORTGAGE	0	12.23563145	1	0
w	credit_card	9.44	144.03	47235.72	20.96	Source Verified	B	18941	0	0	OWN	0	10.76290567	1	1
f	small_business	7.35	465.57	60000	6.2	Source Verified	A	1739	0	0	MORTGAGE	1	11.00209984	1	1
w	debt_consolidation	17.09	697.23	125000	16.03	Verified	D	15375	1	0	MORTGAGE	1	11.73606902	1	0
w	major_purchase	11.99	418.45	30000	4.28	Verified	B	3506	0	0	MORTGAGE	1	10.30895266	1	1
w	credit_card	9.93	128.94	95000	12.24	Source Verified	B	6228	0	1	MORTGAGE	1	11.46163217	1	1
w	debt_consolidation	18.06	452.29	95000	12.99	Not Verified	D	10579	2	1	RENT	0	11.46163217	0	0
w	debt_consolidation	15.05	238.17	45760	12.69	Source Verified	C	9567	1	0	MORTGAGE	0	10.73116563	1	0
w	small_business	11.99	66.42	63000	20.76	Not Verified	B	13112	0	0	RENT	1	11.05089001	0	1
f	credit_card	15.05	277.52	230000	22.79	Source Verified	C	42920	2	1	MORTGAGE	0	12.34583459	1	0
w	debt_consolidation	10.91	261.57	75000	25.02	Not Verified	B	6808	3	0	RENT	0	11.22524339	0	1
w	home_improvement	11.99	222.4	78000	11.65	Not Verified	B	14208	5	0	MORTGAGE	0	11.26446411	0	1
f	debt_consolidation	12.62	160.86	35000	16.32	Source Verified	C	2788	2	0	MORTGAGE	1	10.46310334	1	0
w	debt_consolidation	10.42	858.18	180000	5.83	Source Verified	B	9458	6	0	MORTGAGE	0	12.10071213	1	1
w	debt_consolidation	15.05	333.43	45000	23.88	Verified	C	10621	1	0	RENT	0	10.71441777	1	0
w	debt_consolidation	14.08	342.17	39600	2.12	Verified	C	1406	2	2	MORTGAGE	0	10.5865844	1	0
w	debt_consolidation	7.21	145.58	44584	13.59	Not Verified	A	3764	1	0	MORTGAGE	0	10.70513033	0	1
f	debt_consolidation	19.03	256.7	25189	32.01	Verified	D	13124	2	0	RENT	0	10.13416267	1	0
w	home_improvement	7.97	46.99	110000	11.69	Not Verified	A	489	2	1	OWN	0	11.60823564	0	1
f	debt_consolidation	9.44	332.86	54000	12	Source Verified	B	3442	0	0	OWN	0	10.89673933	1	1
w	debt_consolidation	11.99	531.36	190000	11.1	Source Verified	B	22606	1	7	MORTGAGE	1	12.15477935	1	1
w	credit_card	11.99	199.26	39665.6	23.27	Not Verified	B	10730	0	0	RENT	0	10.58823959	0	1
w	credit_card	20	529.88	54000	20.31	Source Verified	D	19902	0	1	MORTGAGE	0	10.89673933	1	0
w	debt_consolidation	15.05	209.01	44160	19.51	Source Verified	C	7423	0	0	RENT	1	10.69557468	1	0
w	debt_consolidation	7.35	372.45	120000	19.56	Source Verified	A	12619	1	0	MORTGAGE	1	11.69524702	1	1
f	debt_consolidation	28.72	646.14	43000	19.51	Verified	F	10915	4	0	RENT	0	10.66895539	1	0
w	home_improvement	9.44	629.18	90000	7.44	Verified	B	5646	1	0	MORTGAGE	0	11.40756495	1	1
w	debt_consolidation	15.05	428.7	85000	12.37	Source Verified	C	17082	1	0	OWN	1	11.35040654	1	0
w	debt_consolidation	19.03	259.58	34000	26.23	Source Verified	D	6874	2	0	RENT	1	10.4341158	1	0
f	debt_consolidation	9.44	480.08	50000	19.35	Not Verified	B	5457	1	1	RENT	1	10.81977828	0	1
f	debt_consolidation	16.02	351.67	55000	18.02	Verified	C	12516	1	0	RENT	1	10.91508846	1	0
f	debt_consolidation	19.03	440.06	75000	17.25	Source Verified	D	29297	1	0	MORTGAGE	1	11.22524339	1	0
w	debt_consolidation	7.35	248.3	38000	30.13	Source Verified	A	2008	1	0	RENT	0	10.54534144	1	1
w	debt_consolidation	21.45	591.2	65000	18.54	Not Verified	D	16536	3	0	MORTGAGE	0	11.08214255	0	0
w	credit_card	16.02	351.67	82000	18.19	Verified	C	35507	2	0	MORTGAGE	0	11.31447453	1	0
w	home_improvement	17.09	713.96	150000	14.26	Source Verified	D	27024	8	0	MORTGAGE	1	11.91839057	1	0
w	debt_consolidation	10.42	750.91	300000	10.23	Source Verified	B	41118	2	0	MORTGAGE	0	12.61153775	1	1
w	debt_consolidation	15.05	777.06	130000	29.65	Verified	C	30210	10	0	MORTGAGE	0	11.77528973	1	0
f	debt_consolidation	21.45	836.79	48000	30.58	Source Verified	D	27286	2	0	RENT	0	10.77895629	1	0
w	debt_consolidation	9.44	480.08	43000	16.1	Source Verified	B	4573	0	2	RENT	1	10.66895539	1	1
f	debt_consolidation	9.44	576.09	45000	29.84	Verified	B	1511	1	0	MORTGAGE	0	10.71441777	1	1
w	credit_card	25.82	745.85	65000	22.86	Source Verified	E	28177	0	1	RENT	0	11.08214255	1	0
w	debt_consolidation	7.21	619.47	145000	28.47	Not Verified	A	25837	3	0	MORTGAGE	1	11.88448902	0	1
w	debt_consolidation	12.62	402.14	23000	38.73	Verified	C	6720	5	0	RENT	0	10.04324949	1	0
w	debt_consolidation	9.93	77.37	20000	22.15	Not Verified	B	3179	0	0	RENT	0	9.903487553	0	1
w	debt_consolidation	17.09	499.77	60000	41.8	Source Verified	D	12229	2	0	MORTGAGE	0	11.00209984	1	0
f	debt_consolidation	25.82	1205.85	120000	23.5	Verified	E	22221	7	1	MORTGAGE	1	11.69524702	1	0
f	debt_consolidation	6.72	153.75	40000	21.9	Not Verified	A	3500	0	0	MORTGAGE	0	10.59663473	0	1
w	debt_consolidation	23.88	459.18	98000	11.01	Source Verified	E	107534	3	2	MORTGAGE	1	11.49272276	1	0
w	credit_card	14.08	136.87	26000	5.12	Not Verified	C	7049	1	0	RENT	1	10.16585182	0	0
w	debt_consolidation	14.08	311.38	22800	19.74	Verified	C	16022	0	0	MORTGAGE	0	10.03451581	1	0
w	debt_consolidation	21.45	379.07	68727	13.78	Not Verified	D	7729	3	0	RENT	0	11.13789741	0	0
f	debt_consolidation	14.08	919.57	74000	21.44	Verified	C	19066	0	0	RENT	0	11.21182037	1	0
w	debt_consolidation	30.17	373.27	62000	26.64	Verified	F	13585	1	0	MORTGAGE	0	11.03488966	1	0
w	debt_consolidation	13.59	806.97	115000	11.77	Source Verified	C	3959	3	0	RENT	0	11.65268741	1	0
w	debt_consolidation	26.3	361.42	60000	9.41	Source Verified	E	9108	3	0	RENT	1	11.00209984	1	0
w	debt_consolidation	18.06	284.78	35000	36.56	Verified	D	956	14	0	RENT	0	10.46310334	1	0
w	debt_consolidation	16.02	211.01	17000	19.21	Verified	C	3743	1	0	RENT	1	9.740968623	1	0
w	debt_consolidation	20	222.99	120000	4.74	Not Verified	D	7130	0	0	OWN	0	11.69524702	0	0
w	debt_consolidation	12.62	361.93	57358	18.75	Source Verified	C	8230	3	1	MORTGAGE	0	10.95706761	1	0
w	debt_consolidation	18.06	162.83	60000	24.34	Verified	D	2813	3	0	MORTGAGE	0	11.00209984	1	0
w	credit_card	7.35	279.34	40000	30.81	Not Verified	A	1735	0	0	MORTGAGE	0	10.59663473	0	1
w	debt_consolidation	16.02	583.89	106000	23.04	Verified	C	26051	1	0	MORTGAGE	1	11.57119437	1	0
w	home_improvement	6.72	246	70000	10.9	Not Verified	A	10908	0	0	MORTGAGE	0	11.15625052	0	1
w	debt_consolidation	14.08	492.72	73000	16.54	Source Verified	C	9139	2	0	RENT	1	11.19821472	1	0
w	debt_consolidation	7.97	187.94	80000	30.56	Not Verified	A	27656	4	0	RENT	1	11.28978191	0	1
f	debt_consolidation	10.91	326.97	95370	20.56	Not Verified	B	35130	3	0	MORTGAGE	0	11.46551934	0	1
w	major_purchase	7.35	707.66	67894	21.88	Not Verified	A	1925	1	0	RENT	0	11.12570294	0	1
w	debt_consolidation	9.93	483.52	32000	24.49	Not Verified	B	7084	2	1	MORTGAGE	1	10.37349118	0	1
w	credit_card	9.44	478.18	139000	10.32	Not Verified	B	29609	0	0	MORTGAGE	1	11.84222921	0	1
w	home_improvement	11.99	889.58	110000	6.21	Not Verified	B	0	1	0	RENT	1	11.60823564	0	1
f	debt_consolidation	9.44	256.04	90000	12.49	Verified	B	5186	6	3	MORTGAGE	0	11.40756495	1	1
w	credit_card	7.35	124.15	22561	21.55	Verified	A	2478	0	0	RENT	0	10.02397803	1	1
w	credit_card	9.44	460.88	19000	0	Verified	B	0	0	0	OWN	0	9.852194258	1	1
w	home_improvement	10.42	321.82	49800	2.46	Source Verified	B	7316	2	0	MORTGAGE	0	10.81577026	1	1
w	home_improvement	28.72	659.85	55000	5.13	Verified	F	7335	4	0	RENT	1	10.91508846	1	0
f	debt_consolidation	22.91	367.3	51000	14.87	Verified	E	7593	0	0	MORTGAGE	0	10.83958091	1	0
w	debt_consolidation	9.93	354.58	56000	20.25	Verified	B	12754	4	0	MORTGAGE	1	10.93310697	1	1
w	debt_consolidation	14.08	171.09	54000	22.2	Verified	C	18036	1	0	OWN	1	10.89673933	1	0
w	debt_consolidation	18.06	762.79	180000	6.75	Verified	D	42183	4	0	OWN	1	12.10071213	1	0
w	home_improvement	6.08	304.59	42000	30.84	Source Verified	A	9448	0	0	MORTGAGE	0	10.6454249	1	1
w	debt_consolidation	10.91	130.79	49000	5.12	Not Verified	B	2016	5	0	MORTGAGE	1	10.79957558	0	1
w	major_purchase	30.17	421.96	39040	17.77	Source Verified	F	94	3	0	RENT	1	10.57234204	1	0
w	debt_consolidation	17.09	178.49	120000	18.31	Verified	D	18179	4	0	MORTGAGE	1	11.69524702	1	0
f	debt_consolidation	20	74.33	55000	11.17	Verified	D	1735	5	0	RENT	0	10.91508846	1	0
w	debt_consolidation	10.91	49.05	30000	6.34	Not Verified	B	1899	2	0	RENT	1	10.30895266	0	1
w	debt_consolidation	28.72	1010.3	25000	65.58	Verified	F	23453	0	0	OWN	1	10.1266311	1	0
w	debt_consolidation	12.62	563.98	69500	13.31	Not Verified	C	11737	2	0	MORTGAGE	1	11.14908203	0	0
w	debt_consolidation	22.91	984.86	94000	15.56	Verified	E	8246	3	2	MORTGAGE	1	11.45105006	1	0
f	debt_consolidation	15.05	693.8	100000	20.2	Source Verified	C	11983	0	1	MORTGAGE	1	11.51292546	1	0
w	debt_consolidation	9.93	424.26	85000	8.6	Source Verified	B	9630	0	0	MORTGAGE	1	11.35040654	1	1
w	debt_consolidation	9.93	531.87	63000	14.74	Not Verified	B	7415	2	0	MORTGAGE	0	11.05089001	0	1
w	debt_consolidation	10.42	343.27	60000	13.94	Verified	B	6324	0	0	MORTGAGE	1	11.00209984	1	1
w	debt_consolidation	10.42	519.44	2500	198.56	Not Verified	B	401	2	0	MORTGAGE	0	7.824046011	0	1
w	debt_consolidation	19.03	415.32	120000	7.57	Source Verified	D	4947	2	0	MORTGAGE	1	11.69524702	1	0
w	credit_card	9.93	96.71	45000	2	Not Verified	B	2102	1	1	MORTGAGE	0	10.71441777	0	1
w	credit_card	9.93	424.26	70000	13.53	Not Verified	B	23151	1	0	MORTGAGE	0	11.15625052	0	1
f	debt_consolidation	9.93	541.54	89000	33.58	Verified	B	68718	1	1	RENT	1	11.39639165	1	1
w	credit_card	18.06	508.53	90000	15.6	Not Verified	D	14143	1	0	RENT	1	11.40756495	0	0
w	debt_consolidation	16.02	467.12	62000	19.98	Source Verified	C	9023	0	0	RENT	1	11.03488966	1	0
f	debt_consolidation	12.62	201.07	75000	27.84	Not Verified	C	18801	1	0	OWN	0	11.22524339	0	0
f	debt_consolidation	18.06	289.47	47500	14.6	Not Verified	D	8593	1	1	RENT	1	10.76848499	0	0
w	debt_consolidation	9.44	160.03	45000	16.05	Not Verified	B	13299	3	0	MORTGAGE	1	10.71441777	0	1
w	debt_consolidation	17.09	373.52	105000	21.51	Not Verified	D	25061	2	0	MORTGAGE	1	11.56171563	0	0
w	debt_consolidation	30.75	393.79	120000	13.19	Source Verified	F	11243	1	0	OWN	1	11.69524702	1	0
w	debt_consolidation	17.09	871.54	80500	29.34	Source Verified	D	13218	1	0	MORTGAGE	0	11.29601246	1	0
w	debt_consolidation	18.06	52.47	48000	20.21	Source Verified	D	18620	0	0	RENT	0	10.77895629	1	0
w	credit_card	14.08	699.3	54000	14.36	Verified	C	28783	4	0	MORTGAGE	0	10.89673933	1	0
f	home_improvement	13.59	679.58	100000	24.96	Source Verified	C	12529	0	0	MORTGAGE	1	11.51292546	1	0
w	debt_consolidation	7.35	496.6	110000	7.45	Not Verified	A	11457	2	0	MORTGAGE	0	11.60823564	0	1
w	debt_consolidation	17.09	323.72	74166.53	14.08	Source Verified	D	30497	0	0	OWN	0	11.21406825	1	0
w	credit_card	6.72	461.24	65000	17.89	Not Verified	A	12534	1	0	MORTGAGE	0	11.08214255	0	1
w	credit_card	16.02	211.01	36500	9.21	Verified	C	1960	2	0	RENT	1	10.50506754	1	0
w	credit_card	15.05	520.35	36000	20.57	Source Verified	C	19609	2	0	OWN	1	10.49127422	1	0
w	debt_consolidation	12.62	251.34	76790	17.5	Not Verified	C	9636	3	0	MORTGAGE	1	11.2488297	0	0
w	debt_consolidation	6.72	113.78	60000	25.68	Source Verified	A	55104	0	0	MORTGAGE	0	11.00209984	1	1
w	home_improvement	10.91	492.08	43680	12.91	Not Verified	B	3553	1	2	MORTGAGE	1	10.68464561	0	1
w	debt_consolidation	15.05	476.33	50006	37.45	Not Verified	C	63723	2	2	MORTGAGE	1	10.81989828	0	0
